title,id,weight,width,height,depth
ROZDZIELNIA ALFA 2S  (5-409) RAL 9003,5-409,"0,15","50,00","140,00","67,00"
ROZDZIELNIA ALFA 2Z  kaseta ster.+ 2 przyciski  (5-410) RAL 9003  MOQ 20 szt,5-410,"1,20","180,00","180,00","100,00"
ROZDZIELNIA ALFA 3 Z ZAMKIEM i SZYBĄ  (5-406),5-406,"0,80","180,00","180,00","100,00"
ROZDZIEL.p.poż z przyciskiem FT22-Kc-01  (5-411),5-411,"0,85","180,00","180,00","100,00"
ROZDZ. p.poż.z rozłącznikiem FR303-100A  (5-412),5-412,"1,05","180,00","180,00","100,00"
ROZDZIELNIA ALFA 4S  (5-408) RAL 9003,5-408,"0,15","87,00","140,00","67,00"
ROZDZIELNIA ALFA 6S  (5-407) RAL 9003,5-407,"0,30","130,00","140,00","67,00"
ROZDZIELNIA Natynkowa ALFA 7S ZAMEK SZYBA (5-405) RAL 9003 IP 44 /Alfa 2Z/,5-405,"0,80","180,00","180,00","100,00"
ROZDZIELNIA NRL 12  (4-282) RAL 9003,4-282,"7,48","310,00","580,00","220,00"
ROZDZIELNIA NRL 12 Z ZAMKIEM  (4-284) RAL 9003,4-284,"7,65","310,00","580,00","220,00"
ROZDZIELNIA NRL 12 Z ZAMKIEM I SZYBĄ  (4-285) RAL 9003,4-285,"7,57","310,00","580,00","220,00"
ROZDZIELNIA NRL 12E  (4-282E) RAL 9003,4-282E,"6,05","310,00","580,00","130,00"
ROZDZIELNIA NRL 12E Z ZAMKIEM (4-284E) RAL 9003,4-284E,"6,09","310,00","580,00","130,00"
ROZDZIELNIA NRL 12E Z ZAMKIEM I SZYBĄ (pod licznik elektroniczny)  (4-285E) RAL 9003,4-285E,"6,15","310,00","580,00","130,00"
ROZDZIELNIA NRL 1F 12 Z ZAMKIEM  (4-262) RAL 9003,4-262,"5,88","310,00","395,00","220,00"
"ROZDZIELNIA NRL 1F 12 Z ZAMKIEM 9081, RAL 9003  MOQ : 10 szt /wycofane/",4-262-9081,"5,90","310,00","395,00","220,00"
ROZDZIELNIA NRL 1F 12 Z ZAMKIEM I SZYBĄ  (4-263) RAL 9003,4-263,"5,86","310,00","395,00","220,00"
"ROZDZIELNIA NRL 1F 12Z ZAMKIEM I SZYBĄ 9081, RAL 9003   MOQ : 10 szt /wycofane/",4-263-9081,"5,92","310,00","395,00","220,00"
ROZDZIELNIA NRL 1F 6  (4-254) RAL 9003,4-254,"5,92","310,00","430,00","220,00"
ROZDZIELNIA NRL 1F 6 WĄSKA  (4-331) RAL 9003,4-331,"5,17","220,00","430,00","220,00"
ROZDZIELNIA NRL 1F 6 WĄSKA Z ZAMKIEM  (4-333) RAL 9003,4-333,"5,31","220,00","430,00","220,00"
ROZDZIELNIA NRL 1F 6 WĄSKA Z ZAMKIEM I SZYBĄ (4-334) RAL 9003,4-334,"5,25","220,00","430,00","220,00"
ROZDZIELNIA NRL 1F 6 WĄSKA POD LICZNIK ELEKTRONICZNY (4-331E) RAL 9003,4-331E,"4,01","220,00","430,00","130,00"
ROZDZIELNIA NRL 1F 6 WĄSKA Z ZAMKIEM POD LICZNIK ELEKTRONICZNY  (4-333E) RAL 9003,4-333E,"4,08","220,00","430,00","130,00"
ROZDZIELNIA NRL 1F 6 WĄSKA Z ZAMKIEM I SZYBĄ POD LICZNIK ELEKTRONICZNY  (4-334E) RAL 9003,4-334E,"4,02","220,00","430,00","130,00"
ROZDZIELNIA NRL 1F 6 Z ZAMKIEM  (4-259) RAL 9003,4-259,"6,10","310,00","395,00","220,00"
ROZDZIELNIA NRL 1F 6 Z ZAMKIEM I SZYBĄ  (4-260) RAL 9003,4-260,"5,86","310,00","395,00","220,00"
ROZDZIELNIA NRL 1F Z ZAMKIEM I SZYBĄ (4-248) RAL 9003,4-248,"3,65","220,00","310,00","220,00"
"ROZDZIELNIA NRL 1F/3F RBK 00, ZMk (KR-35) RAL 9003",4-209,"10,00","490,00","580,00","220,00"
ROZDZIELNIA NRL 24  (4-291) RAL 9003,4-291,"11,55","490,00","580,00","220,00"
ROZDZIELNIA NRL 24 Z ZAMKIEM  (4-293) RAL 9003,4-293,"11,78","490,00","580,00","220,00"
ROZDZIELNIA NRL 24 Z ZAMKIEM I SZYBĄ (4-294) RAL 9003,4-294,"11,39","490,00","580,00","220,00"
ROZDZIELNIA NRL-2L 24 Z ZAMKAMI  (4-325) RAL 9003,4-325,"15,00","620,00","580,00","220,00"
ROZDZIELNIA NRL 2L 24 Z ZAMKIEM I SZYBĄ (4-326) RAL 9003,4-326,"14,56","620,00","580,00","220,00"
ROZDZIELNIA NRL 36 Z ZAMKIEM I SZYBĄ  (4-357) RAL 9003,4-357,"14,05","620,00","580,00","220,00"
ROZDZIELNIA NRL 3F Z ZAMKIEM  (4-266) RAL 9003,4-266,"5,25","310,00","395,00","220,00"
ROZDZIELNIA NRL 3F Z ZAMKIEM I SZYBĄ (4-267) RAL 9003,4-267,"4,89","310,00","395,00","220,00"
"ROZDZIELNIA NRL 3F Z SZYBĄ UNIWERSALNĄ I ZAMKIEM 9081, RAL 9003  MOQ : 18 szt /wycofane/",4-267-9081,"5,12","310,00","395,00","220,00"
ROZDZIELNIA NRL 48 Z ZAMKIEM  (4-311) RAL 9003,4-311,"15,25","620,00","580,00","220,00"
ROZDZIELNIA NRL 48Z ZAMKIEM I SZYBĄ (4-312) RAL 9003,4-312,"15,31","620,00","580,00","220,00"
ROZDZIELNIA NRP 12  (3-212) RAL 9003,3-212,"3,14","310,00","265,00","130,00"
ROZDZIELNIA NRP 12 Z ZAMKIEM  (3-214) RAL 9003,3-214,"3,16","310,00","265,00","130,00"
"ROZDZIELNIA NRP 12 Z ZAMKIEM 9081, RAL 9003    MOQ : 12 szt /wycofane/",3-212-9081,"3,19","310,00","265,00","130,00"
ROZDZIELNIA NRP 12 Z ZAMKIEM I SZYBĄ (3-215) RAL 9003,3-215,"3,07","310,00","265,00","130,00"
ROZDZIELNIA NRP 24  (3-218) RAL 9003,3-218,"4,27","310,00","395,00","130,00"
ROZDZIELNIA NRP 24 BIS Z ZAMKIEM  (3-223) RAL 9003,3-223,"5,27","310,00","395,00","130,00"
ROZDZIELNIA NRP 24 Z ZAMKIEM  (3-220) RAL 9003,3-220,"4,32","310,00","395,00","130,00"
ROZDZIELNIA NRP 24 Z ZAMKIEM I SZYBĄ (3-221) RAL 9003,3-221,"4,33","310,00","395,00","130,00"
ROZDZIELNIA NRP 36  (3-226) RAL 9003,3-226,"5,98","310,00","520,00","130,00"
ROZDZIELNIA NRP 36 BIS Z ZAMKIEM  (3-232) RAL 9003,3-232,"7,92","310,00","520,00","220,00"
ROZDZIELNIA NRP 36 Z ZAMKIEM  (3-228) RAL 9003,3-228,"5,86","310,00","520,00","130,00"
ROZDZIELNIA NRP 36 Z ZAMKIEM I SZYBĄ (3-229) RAL 9003,3-229,"5,57","310,00","520,00","130,00"
ROZDZIELNIA NRP 48B Z ZAMKIEM  (3-238) RAL 9003,3-238,"7,56","310,00","645,00","130,00"
"ROZDZIELNIA NRP 48B ZSZ, RAL 9003 [wycofane]",3-248,"7,55","310,00","645,00","130,00"
ROZDZIELNIA NRP 6 Z ZAMKIEM  (3-207) RAL 9003,3-207,"3,38","310,00","265,00","130,00"
ROZDZIELNIA NRP 6 Z ZAMKIEM I SZYBĄ (3-208)  RAL 9003 /wycofane/,3-208,"3,38","310,00","265,00","130,00"
ROZDZIELNIA NRP 70 Z ZAMKIEM  (3-242) RAL 9003,3-242,"11,12","620,00","520,00","130,00"
ROZDZIELNIA NRP  POD RBK  Z ZAMKIEM I SZYBĄ TŁUKĄCĄ  (3-211) RAL 9003,3-211,"6,62","310,00","395,00","220,00"
ROZDZIELNIA NRP-Z 72 Z ZAMKIEM  (13-194) RAL 9003 /wycofane/,13-194,"11,41","0,00","0,00","0,00"
ROZDZIELNIA NRPsm 120 (5x24) Z ZAMKIEM  (120-5-24-2) RAL 9003,120-5-24-2,"17,35","550,00","905,00","132,00"
ROZDZIELNIA NRPsm 144 (6x24) Z ZAMKIEM  (144-6-24-2) RAL 9003,144-6-24-2,"20,30","550,00","1 055,00","132,00"
ROZDZIELNIA NRPsm 168 (7X24) Z ZAMKIEM  (168-7-24-2) RAL 9003,168-7-24-2,"23,30","550,00","1 205,00","132,00"
ROZDZIELNIA NRPsm 54 (3x18) Z ZAMKIEM  (54-3-18-2) RAL 9003,54-3-18-2,"10,50","440,00","605,00","132,00"
ROZDZIELNIA NRPsm 72 (3x24) Z ZAMKIEM  (72-3-24-2) RAL 9003,72-3-24-2,"15,50","550,00","605,00","132,00"
ROZDZIELNIA NRPsm 72 (4x18) Z ZAMKIEM  (72-4-18-2) RAL 9003,72-4-18-2,"12,10","440,00","755,00","132,00"
ROZDZIELNIA NRPsm 90 (5x18) Z ZAMKIEM  (90-5-18-2) RAL 9003,90-5-18-2,"13,75","440,00","905,00","132,00"
ROZDZIELNIA NRPsm 96 (4x24) Z ZAMKIEM  (96-4-24-2) RAL 9003,96-4-24-2,"14,80","550,00","755,00","132,00"
"ROZDZIELNIA RH 3F12 Z ZAMKIEM I SZYBĄ, RAL 7035",6-740,"10,15","320,00","600,00","210,00"
"ROZDZIELNIA RH 3F24 Z ZAMKIEM, RAL 7035",6-751,"11,50","520,00","400,00","210,00"
"ROZDZIELNIA RH 3F24 Z ZAMKIEM I SZYBĄ, RAL 7035",6-744,"11,50","520,00","400,00","210,00"
ROZDZIELNIA RL 12  (2-080)  RAL 9003,2-080,"5,72","270,00","540,00","210,00"
ROZDZIELNIA RL 12 Z ZAMKIEM  (2-082)  RAL 9003,2-082,"5,76","270,00","540,00","210,00"
ROZDZIELNIA RL 12 Z ZAMKIEM I SZYBĄ (2-083)  RAL 9003,2-083,"5,71","270,00","540,00","210,00"
"Rozdzielna RL 12E pod licznik elektroniczny,  RAL 9003 /wycofane/",2-080E,"4,45","270,00","540,00","120,00"
"Rozdzielnia RL 12E pod licznik elektroniczny, z zamkiem,  RAL 9003",2-082E,"5,20","270,00","540,00","120,00"
"Rozdzielnia RL 12E pod licznik elektroniczny, z zamkiem i szybą,  RAL 9003",2-083E,"4,37","270,00","540,00","120,00"
ROZDZIELNIA RL 1F 12  (2-061)  RAL 9003,2-061,"4,61","180,00","540,00","180,00"
ROZDZIELNIA RL 1F 12 Z ZAMKIEM  RAL 9003,2-062,"4,53","180,00","540,00","180,00"
ROZDZIELNIA RL 1F 12 ZSZ  RAL 9003,2-063,"4,41","180,00","540,00","180,00"
ROZDZIELNIA RL 1F 12 na zatrzask z licznikiem elektronicznym RAL 9003,2-061E,"4,20","180,00","540,00","120,00"
ROZDZIELNIA RL 1F 12 Z ZAMKIEM na licznik elektroniczny RAL 9003,2-062E,"4,25","180,00","540,00","120,00"
ROZDZIELNIA RL 1F 12 Z ZAMKIEM i Szybą na licznik elektroniczny  RAL 9003,2-063E,"4,20","180,00","540,00","120,00"
ROZDZIELNIA RL 1F 6 RAL 9003  (2-057),2-057,"3,81","180,00","430,00","180,00"
ROZDZIELNIA RL 1F 6 Z ZAMKIEM  RAL 9003,2-059,"3,83","180,00","430,00","180,00"
ROZDZIELNIA RL 1F 6 Z ZAMKIEM I SZYBĄ (2-060)  RAL 9003,2-060,"3,74","180,00","430,00","180,00"
ROZDZIELNIA RL 1F 6E POD LICZNIK ELEKTRONICZNY RAL 9003,2-057E,"3,14","180,00","430,00","120,00"
ROZDZIELNIA RL 1F 6E POD LICZNIK ELEKTRONICZNY Z ZAMKIEM  RAL 9003,2-059E,"3,15","180,00","430,00","120,00"
ROZDZIELNIA RL 1F 6E POD LICZNIK ELEKTRONICZNY Z ZAMKIEM I SZYBĄ  RAL 9003,2-060E,"3,02","180,00","430,00","120,00"
"ROZDZIELNIA 1F 7 ""S"" NA LICZNIK ELEKTRONICZNY ZATRZASK, RAL 9003",2-045,"3,17","180,00","430,00","120,00"
"ROZDZIELNIA 1F 7 ""S"" NA LICZNIK ELEKTRONICZNY Z ZAMKIEM I SZYBĄ, RAL 9003",2-002,"3,20","180,00","430,00","120,00"
"ROZDZIELNIA RL 1F/3F RBK 00, ZMk (KR-35) RAL 9003",2-004,"7,00","403,00","503,00","210,00"
ROZDZIELNIA RL 24  (2-086)  RAL 9003,2-086,"7,91","400,00","500,00","210,00"
"ROZDZIELNIA RL 24 Z ZAMKIEM,  RAL 9003",2-088,"7,97","400,00","500,00","210,00"
ROZDZIELNIA RL 24 Z ZAMKIEM I SZYBĄ (2-089)  RAL 9003,2-089,"7,84","400,00","500,00","210,00"
ROZDZIELNIA RL 2L 1F 12 Z ZAMKIEM  (2-106) RAL 9003,2-106,"6,80","365,00","430,00","210,00"
ROZDZIELNIA RL 2L 1F 12 Z ZAMKIEM I SZYBĄ (2-107)  RAL 9003,2-107,"6,68","365,00","430,00","210,00"
"ROZDZIELNIA RL-2L 24,  RAL 9003",2-119,"10,10","545,00","540,00","210,00"
"ROZDZIELNIA RL-2L 24 Z ZAMKIEM,  RAL 9003",2-121,"10,27","545,00","540,00","210,00"
ROZDZIELNIA RL-2L 24 Z ZAMKIEM I SZYBĄ RAL 9003,2-122,"10,10","545,00","540,00","210,00"
"ROZDZIELNIA RL 36 Z ZAMKIEM,  RAL 9003",2-159,"10,73","545,00","540,00","210,00"
ROZDZIELNIA RL 36 Z ZAMKIEM I SZYBĄ RAL 9003,2-003,"10,74","545,00","540,00","210,00"
ROZDZIELNIA RL 3F Z ZAMKIEM I SZYBĄ  RAL 9003 /wycofane/,2-067,"3,97","270,00","370,00","210,00"
ROZDZIELNIA NRL 12E Z ZAMKIEM I SZYBĄ (pod licznik elektroniczny)  (4-285E) RAL 9003,4-285E,"6,15","310,00","580,00","130,00"
ROZDZIELNIA NRL 1F 12 Z ZAMKIEM  (4-262) RAL 9003,4-262,"5,88","310,00","395,00","220,00"
"ROZDZIELNIA NRL 1F 12 Z ZAMKIEM 9081, RAL 9003  MOQ : 10 szt /wycofane/",4-262-9081,"5,90","310,00","395,00","220,00"
ROZDZIELNIA NRL 1F 12 Z ZAMKIEM I SZYBĄ  (4-263) RAL 9003,4-263,"5,86","310,00","395,00","220,00"
"ROZDZIELNIA NRL 1F 12Z ZAMKIEM I SZYBĄ 9081, RAL 9003   MOQ : 10 szt /wycofane/",4-263-9081,"5,92","310,00","395,00","220,00"
ROZDZIELNIA NRL 1F 6  (4-254) RAL 9003,4-254,"5,92","310,00","430,00","220,00"
ROZDZIELNIA NRL 1F 6 WĄSKA  (4-331) RAL 9003,4-331,"5,17","220,00","430,00","220,00"
ROZDZIELNIA NRL 1F 6 WĄSKA Z ZAMKIEM  (4-333) RAL 9003,4-333,"5,31","220,00","430,00","220,00"
ROZDZIELNIA NRL 1F 6 WĄSKA Z ZAMKIEM I SZYBĄ (4-334) RAL 9003,4-334,"5,25","220,00","430,00","220,00"
ROZDZIELNIA NRL 1F 6 WĄSKA POD LICZNIK ELEKTRONICZNY (4-331E) RAL 9003,4-331E,"4,01","220,00","430,00","130,00"
ROZDZIELNIA NRL 1F 6 WĄSKA Z ZAMKIEM POD LICZNIK ELEKTRONICZNY  (4-333E) RAL 9003,4-333E,"4,08","220,00","430,00","130,00"
ROZDZIELNIA NRL 1F 6 WĄSKA Z ZAMKIEM I SZYBĄ POD LICZNIK ELEKTRONICZNY  (4-334E) RAL 9003,4-334E,"4,02","220,00","430,00","130,00"
ROZDZIELNIA NRL 1F 6 Z ZAMKIEM  (4-259) RAL 9003,4-259,"6,10","310,00","395,00","220,00"
ROZDZIELNIA NRL 1F 6 Z ZAMKIEM I SZYBĄ  (4-260) RAL 9003,4-260,"5,86","310,00","395,00","220,00"
ROZDZIELNIA NRL 1F Z ZAMKIEM I SZYBĄ (4-248) RAL 9003,4-248,"3,65","220,00","310,00","220,00"
"ROZDZIELNIA NRL 1F/3F RBK 00, ZMk (KR-35) RAL 9003",4-209,"10,00","490,00","580,00","220,00"
ROZDZIELNIA NRL 24  (4-291) RAL 9003,4-291,"11,55","490,00","580,00","220,00"
ROZDZIELNIA NRL 24 Z ZAMKIEM  (4-293) RAL 9003,4-293,"11,78","490,00","580,00","220,00"
ROZDZIELNIA NRL 24 Z ZAMKIEM I SZYBĄ (4-294) RAL 9003,4-294,"11,39","490,00","580,00","220,00"
ROZDZIELNIA NRL-2L 24 Z ZAMKAMI  (4-325) RAL 9003,4-325,"15,00","620,00","580,00","220,00"
ROZDZIELNIA NRL 2L 24 Z ZAMKIEM I SZYBĄ (4-326) RAL 9003,4-326,"14,56","620,00","580,00","220,00"
ROZDZIELNIA NRL 36 Z ZAMKIEM I SZYBĄ  (4-357) RAL 9003,4-357,"14,05","620,00","580,00","220,00"
ROZDZIELNIA NRL 3F Z ZAMKIEM  (4-266) RAL 9003,4-266,"5,25","310,00","395,00","220,00"
ROZDZIELNIA NRL 3F Z ZAMKIEM I SZYBĄ (4-267) RAL 9003,4-267,"4,89","310,00","395,00","220,00"
"ROZDZIELNIA NRL 3F Z SZYBĄ UNIWERSALNĄ I ZAMKIEM 9081, RAL 9003  MOQ : 18 szt /wycofane/",4-267-9081,"5,12","310,00","395,00","220,00"
ROZDZIELNIA NRL 48 Z ZAMKIEM  (4-311) RAL 9003,4-311,"15,25","620,00","580,00","220,00"
ROZDZIELNIA NRL 48Z ZAMKIEM I SZYBĄ (4-312) RAL 9003,4-312,"15,31","620,00","580,00","220,00"
ROZDZIELNIA NRP 12  (3-212) RAL 9003,3-212,"3,14","310,00","265,00","130,00"
ROZDZIELNIA NRP 12 Z ZAMKIEM  (3-214) RAL 9003,3-214,"3,16","310,00","265,00","130,00"
"ROZDZIELNIA NRP 12 Z ZAMKIEM 9081, RAL 9003    MOQ : 12 szt /wycofane/",3-212-9081,"3,19","310,00","265,00","130,00"
ROZDZIELNIA NRP 12 Z ZAMKIEM I SZYBĄ (3-215) RAL 9003,3-215,"3,07","310,00","265,00","130,00"
ROZDZIELNIA NRP 24  (3-218) RAL 9003,3-218,"4,27","310,00","395,00","130,00"
ROZDZIELNIA NRP 24 BIS Z ZAMKIEM  (3-223) RAL 9003,3-223,"5,27","310,00","395,00","130,00"
ROZDZIELNIA NRP 24 Z ZAMKIEM  (3-220) RAL 9003,3-220,"4,32","310,00","395,00","130,00"
ROZDZIELNIA NRP 24 Z ZAMKIEM I SZYBĄ (3-221) RAL 9003,3-221,"4,33","310,00","395,00","130,00"
ROZDZIELNIA NRP 36  (3-226) RAL 9003,3-226,"5,98","310,00","520,00","130,00"
ROZDZIELNIA NRP 36 BIS Z ZAMKIEM  (3-232) RAL 9003,3-232,"7,92","310,00","520,00","220,00"
ROZDZIELNIA NRP 36 Z ZAMKIEM  (3-228) RAL 9003,3-228,"5,86","310,00","520,00","130,00"
ROZDZIELNIA NRP 36 Z ZAMKIEM I SZYBĄ (3-229) RAL 9003,3-229,"5,57","310,00","520,00","130,00"
ROZDZIELNIA NRP 48B Z ZAMKIEM  (3-238) RAL 9003,3-238,"7,56","310,00","645,00","130,00"
"ROZDZIELNIA NRP 48B ZSZ, RAL 9003 [wycofane]",3-248,"7,55","310,00","645,00","130,00"
ROZDZIELNIA NRP 6 Z ZAMKIEM  (3-207) RAL 9003,3-207,"3,38","310,00","265,00","130,00"
ROZDZIELNIA NRP 6 Z ZAMKIEM I SZYBĄ (3-208)  RAL 9003 /wycofane/,3-208,"3,38","310,00","265,00","130,00"
ROZDZIELNIA NRP 70 Z ZAMKIEM  (3-242) RAL 9003,3-242,"11,12","620,00","520,00","130,00"
ROZDZIELNIA NRP  POD RBK  Z ZAMKIEM I SZYBĄ TŁUKĄCĄ  (3-211) RAL 9003,3-211,"6,62","310,00","395,00","220,00"
ROZDZIELNIA NRP-Z 72 Z ZAMKIEM  (13-194) RAL 9003 /wycofane/,13-194,"11,41","0,00","0,00","0,00"
ROZDZIELNIA NRPsm 120 (5x24) Z ZAMKIEM  (120-5-24-2) RAL 9003,120-5-24-2,"17,35","550,00","905,00","132,00"
ROZDZIELNIA NRPsm 144 (6x24) Z ZAMKIEM  (144-6-24-2) RAL 9003,144-6-24-2,"20,30","550,00","1 055,00","132,00"
ROZDZIELNIA NRPsm 168 (7X24) Z ZAMKIEM  (168-7-24-2) RAL 9003,168-7-24-2,"23,30","550,00","1 205,00","132,00"
